,id,rank,FDR,sign,log_FDR,log_rank,srank,desc,iBAQ SPORO1,iBAQ SPORO2,iBAQ SPORO3,iBAQ WALL1,iBAQ WALL2,iBAQ WALL3,iBAQ SPORO4,iBAQ SPORO5,iBAQ SPORO6,iBAQ WALL4,iBAQ WALL5,iBAQ WALL6,log_sum,FDR2,Prediction,SP(Sec/SPI),OTHER,CS Position
cgd1_3540-RA-p1,1034,4.482746,0.28096,+,0.5499665524074713,-0.6515441317001566,4.482746,Tetratricopeptide repeat containing protein,0.0,24077.0,15571.0,11779.0,13438.0,0.0,1815600.0,1491800.0,1432800.0,0.0,0.0,0.0,5.602518020868571,-0.28096,OTHER,0.000597,0.999403,
cgd8_360-RA-p1,1035,4.471394999999999,0.281,-,0.5499049241283976,0.6504430368425309,-4.471394999999999,vacuolar ATP synthase subunit E,5710400.0,4387800.0,4871500.0,22045000.0,22143000.0,25657000.0,173260000.0,149720000.0,145480000.0,36265000.0,34208000.0,33901000.0,7.7388127199170755,-0.281,OTHER,0.00015900000000000002,0.999841,
cgd1_2560-RA-p1,1036,4.428673000000001,0.28235,-,0.5478300814645651,0.6462736144598753,-4.428673000000001,Tom40p like translocase,41442.0,82977.0,140520.0,1573900.0,1370600.0,1926900.0,3772400.0,4205300.0,3370600.0,441720.0,418530.0,203320.0,6.165051552183926,-0.28235,OTHER,0.0009699999999999999,0.99903,
cgd4_4460-RA-p1,1037,4.394935,0.28354,+,0.54600933003177,-0.6429524563494782,4.394935,Bifunctional dihydrofolate reductase/thymidylate synthase,5341300.0,4145200.0,4674400.0,3222000.0,5104700.0,4266800.0,43210000.0,29909000.0,37848000.0,2186000.0,1465500.0,1496000.0,7.075756454903258,-0.28354,OTHER,0.221242,0.778758,
cgd6_1500-RA-p1,1038,4.342121,0.2855,-,0.5430269863641821,0.6377019215827298,-4.342121,Cytochrome Oxidase subunit III,24819000.0,38637000.0,30431000.0,165140000.0,185680000.0,206700000.0,763180000.0,512840000.0,632260000.0,131570000.0,107130000.0,111450000.0,8.384687415796279,-0.2855,OTHER,0.001137,0.998863,
cgd6_1080-RA-p1,1039,4.292479,0.28733000000000003,-,0.5402608182604405,0.6327081791488705,-4.292479,Glycoprotein GP40,84845000.0,20914000.0,28784000.0,141390000.0,117770000.0,175960000.0,1141200000.0,1126600000.0,1064600000.0,311050000.0,288930000.0,308120000.0,8.602978547332677,-0.28733000000000003,SP(Sec/SPI),0.98555,0.01445,CS pos: 19-20. VFS-AP. Pr: 0.6270
cgd3_1250-RA-p1,1040,4.250195,0.28884,-,0.5379915442160099,0.6284088560458884,-4.250195,Ribosomal protein L14,76445000.0,66836000.0,47037000.0,180540000.0,127910000.0,196210000.0,635900000.0,525110000.0,370620000.0,220570000.0,231360000.0,205170000.0,8.380770036210238,-0.28884,OTHER,0.001377,0.9986229999999999,
cgd5_1490-RA-p1,1041,4.199255,0.29066,+,0.5352720584434497,-0.6231722479959574,4.199255,Uncharacterized Secreted Protein,150390.0,326610.0,152760.0,11918.0,21749.0,25205.0,3861700.0,2791600.0,2997000.0,537690.0,584620.0,606740.0,6.002453407683823,-0.29066,SP(Sec/SPI),0.903832,0.09616799999999999,CS pos: 23-24. IFC-QE. Pr: 0.7922
cgd3_860-RA-p1,1042,4.198856,0.29066,-,0.5352720584434497,0.6231309807399257,-4.198856,ARF/SAR type Small GTPase superfamily,7014300.0,6055800.0,3821300.0,30260000.0,23688000.0,37672000.0,163220000.0,70130000.0,88020000.0,21734000.0,18891000.0,17169000.0,7.608949602810888,-0.29066,OTHER,0.002291,0.9977090000000001,
cgd3_3440-RA-p1,1043,4.196065,0.29066,+,0.5352720584434497,-0.6228422071008047,4.196065,Heat shock protein HSP70,422200.0,285220.0,440930.0,177170.0,215460.0,546020.0,17718000.0,17241000.0,16742000.0,842960.0,946420.0,1041400.0,6.67377926106948,-0.29066,OTHER,0.000295,0.999705,
cgd6_4130-RA-p1,1044,4.195999,0.29066,+,0.5352720584434497,-0.6228353760194865,4.195999,Anamorsin,352160.0,152390.0,319540.0,875570.0,680190.0,857880.0,16737000.0,18968000.0,19720000.0,95837.0,133150.0,187680.0,6.692254807943184,-0.29066,OTHER,0.00046699999999999997,0.999533,
cgd4_2370-RA-p1,1045,4.194793,0.29066,+,0.5352720584434497,-0.6227105346102889,4.194793,Lysine--tRNA ligase,6373200.0,5890000.0,4688000.0,3099800.0,2731200.0,5206400.0,86034000.0,73749000.0,69518000.0,4510200.0,4646200.0,5191800.0,7.354808958401591,-0.29066,OTHER,0.027718,0.972282,
cgd3_1580-RA-p1,1046,4.1917599999999995,0.29066,+,0.5352720584434497,-0.6223964090759867,4.1917599999999995,Alpha glucosidase-like faimly 31 glycosyl hydrolases,1132500.0,1631400.0,1124400.0,110200.0,76919.0,261180.0,11164000.0,8987500.0,8866900.0,2097200.0,1596500.0,1579400.0,6.5077220897408745,-0.29066,OTHER,0.002637,0.9973629999999999,
cgd2_1390-RA-p1,1047,4.145533,0.29138000000000003,-,0.5342009013268204,0.617580376641985,-4.145533,Uncharacterized protein,0.0,0.0,0.0,0.0,0.0,0.0,2260700.0,2287700.0,3201400.0,1378400.0,796360.0,784750.0,5.950580244126346,-0.29138000000000003,OTHER,0.0004,0.9996,
cgd6_3940-RA-p1,1048,4.1342360000000005,0.29158,-,0.5339038259462626,0.6163952643987413,-4.1342360000000005,Uncharacterized protein,938560.0,419370.0,734580.0,3824400.0,4008700.0,5292500.0,60259000.0,67626000.0,114010000.0,12608000.0,15061000.0,11905000.0,7.393117432128072,-0.29158,OTHER,0.003256,0.9967440000000001,
cgd7_4540-RA-p1,1049,4.096833,0.29301,-,0.5317856372314501,0.6124482610835603,-4.096833,Uncharacterized protein,1272400.0,572470.0,1028400.0,4503600.0,8121400.0,10215000.0,60267000.0,94533000.0,56578000.0,10882000.0,11928000.0,7396300.0,7.347813764559312,-0.29301,OTHER,0.0022329999999999997,0.997767,
cgd3_1940-RA-p1,1050,3.9564440000000003,0.29904000000000003,-,0.5229656128637661,0.5973050230489689,-3.9564440000000003,Translationally controlled tumour protein associated protein,1509200.0,854950.0,535160.0,36159000.0,35146000.0,40444000.0,304460000.0,252760000.0,239820000.0,16085000.0,17106000.0,18892000.0,7.904792747826529,-0.29904000000000003,OTHER,0.001355,0.9986450000000001,
cgd4_3850-RA-p1,1051,3.930921,0.29991,+,0.5217077303389368,-0.5944943158605812,3.930921,T-complex protein 1 subunit gamma,2905900.0,2501000.0,2216900.0,2167700.0,2793500.0,4199400.0,63884000.0,64232000.0,55731000.0,2199000.0,2042100.0,2087400.0,7.236704959816164,-0.29991,OTHER,0.000472,0.9995280000000001,
cgd2_3960-RA-p1,1052,3.899259,0.30108,+,0.5200218192192169,-0.5909820832349291,3.899259,V-ATPase subunit H,1181900.0,842970.0,606410.0,468880.0,566350.0,603910.0,23378000.0,18884000.0,19469000.0,1592800.0,1142100.0,1187400.0,6.765443279020611,-0.30108,OTHER,0.0009109999999999999,0.9990889999999999,
cgd7_20-RA-p1,1053,3.8292300000000004,0.30408,+,0.5157286399136527,-0.5831114527229644,3.8292300000000004,Ankyrin repeat-containing protein,880220.0,542290.0,735330.0,1350300.0,998110.0,1465900.0,17263000.0,9715900.0,15068000.0,164220.0,371890.0,300890.0,6.609737105403771,-0.30408,OTHER,0.00022799999999999999,0.9997719999999999,
cgd7_5010-RA-p1,1054,3.8052870000000003,0.305,+,0.5144205230153214,-0.5803874174313834,3.8052870000000003,WD40 repeat,461500.0,980400.0,565670.0,318710.0,304470.0,485400.0,17532000.0,13746000.0,13165000.0,1097800.0,856650.0,1124500.0,6.625296156036795,-0.305,OTHER,0.000523,0.9994770000000001,
cgd4_3950-RA-p1,1055,3.790594,0.30549,+,0.5137254133726291,-0.5787072708410801,3.790594,RPN2/26s proteasome regulatory subunit,1340300.0,1340900.0,1256300.0,955930.0,1050300.0,1900100.0,46712000.0,34217000.0,36883000.0,1968200.0,1998300.0,1335900.0,7.037951550575963,-0.30549,OTHER,0.001046,0.9989540000000001,
cgd6_2503-RA-p1,1056,3.7825889999999998,0.30554000000000003,-,0.5136545463323623,0.5777891552686981,-3.7825889999999998,Uncharacterized protein,665360.0,131810.0,0.0,4019800.0,2847900.0,4432200.0,55995000.0,51729000.0,36755000.0,3495700.0,4972700.0,6723900.0,7.155761948376883,-0.30554000000000003,OTHER,0.003882,0.9961180000000001,
cgd5_750-RA-p1,1057,3.7479970000000002,0.30708,+,0.5114774853555936,-0.5737992345946181,3.7479970000000002,Malic oxidoreductase,8225600.0,8021800.0,7137100.0,5621400.0,8209200.0,11752000.0,98733000.0,72039000.0,76165000.0,3652600.0,3266100.0,3017800.0,7.40631389096581,-0.30708,OTHER,0.000333,0.999667,
cgd2_4180-RA-p1,1058,3.726056,0.30787,-,0.5103649022073359,0.5712493777497637,-3.726056,Uncharacterized protein,9284200.0,4982800.0,3851700.0,43714000.0,42578000.0,51087000.0,86536000.0,71041000.0,72305000.0,8474200.0,12138000.0,10296000.0,7.5402125416356895,-0.30787,OTHER,0.005261999999999999,0.9947379999999999,
cgd6_4460-RA-p1,1059,3.7040290000000002,0.30867,+,0.509241132826806,-0.5686743782503589,3.7040290000000002,Uncharacterized protein with Armadillo-like helical,37359000.0,37314000.0,25366000.0,8885700.0,10954000.0,15361000.0,454150000.0,335980000.0,316560000.0,41104000.0,33773000.0,37845000.0,8.052646400297464,-0.30867,OTHER,0.0036420000000000003,0.996358,
cgd3_1820-RA-p1,1060,3.673888,0.30977,+,0.5077006825786423,-0.565125912524121,3.673888,Sec23,1075500.0,743120.0,377150.0,740620.0,915560.0,957380.0,31892000.0,32802000.0,30315000.0,1309900.0,924790.0,802100.0,6.933044669160587,-0.30977,OTHER,0.000925,0.999075,
cgd6_1170-RA-p1,1061,3.6405269999999996,0.31133,+,0.5055253709452471,-0.5611642563483434,3.6405269999999996,Uncharacterized protein,619340.0,578190.0,253920.0,430750.0,719360.0,721210.0,7835900.0,9380000.0,9179800.0,336600.0,283370.0,0.0,6.402811999591948,-0.31133,SP(Sec/SPI),0.973168,0.026831999999999998,CS pos: 23-24. CMG-SG. Pr: 0.5530
cgd6_5140-RA-p1,1062,3.573011,0.31433,+,0.5013724580147494,-0.5530343532390891,3.573011,Concanavalin A-like lectin/glucanase domain containing protein,565830.0,496050.0,863240.0,351130.0,545130.0,1068200.0,38639000.0,35730000.0,34449000.0,1717700.0,1677000.0,1694900.0,6.991953647755764,-0.31433,SP(Sec/SPI),0.865914,0.13408599999999998,CS pos: 21-22. GFG-HN. Pr: 0.6691
cgd1_3500-RA-p1,1063,3.492364,0.31866,-,0.49544758751343393,0.5431195027748915,-3.492364,Thrombospondin related adhesive protein,1141100.0,212650.0,701410.0,3588500.0,4260600.0,8162400.0,13273000.0,15118000.0,11555000.0,1603700.0,1321700.0,2304700.0,6.721829568827573,-0.31866,SP(Sec/SPI),0.9091969999999999,0.090803,CS pos: 22-23. VIC-SK. Pr: 0.6545
cgd1_3000-RA-p1,1064,3.477746,0.31915,-,0.4947821684681908,0.5412978597751972,-3.477746,60S ribosomal protein L27,49653000.0,51477000.0,37723000.0,101820000.0,99929000.0,140790000.0,589720000.0,493590000.0,363960000.0,214330000.0,197960000.0,182980000.0,8.322896403881606,-0.31915,OTHER,0.000269,0.9997309999999999,
cgd2_590-RA-p1,1065,3.46553,0.31951999999999997,-,0.4942803839156584,0.5397696627497159,-3.46553,Nucleotide-sugar transporter,0.0,0.0,0.0,50532.0,0.0,0.0,998160.0,918650.0,1240500.0,267460.0,153930.0,241360.0,5.508596148601937,-0.31951999999999997,OTHER,0.000437,0.9995629999999999,
cgd6_420-RA-p1,1066,3.462796,0.31951999999999997,-,0.4942803839156584,0.5394269071763913,-3.462796,Uncharacterized protein,3839700.0,4654400.0,3900900.0,23177000.0,39484000.0,24671000.0,97150000.0,97681000.0,91852000.0,21041000.0,11550000.0,11299000.0,7.554590100034931,-0.31951999999999997,SP(Sec/SPI),0.9836219999999999,0.016378,CS pos: 20-21. VKG-DI. Pr: 0.9290
cgd6_2170-RA-p1,1067,3.425873,0.32131,-,0.49186098509176895,0.5347712592653593,-3.425873,60S ribosomal protein L5,58503000.0,41247000.0,36004000.0,127620000.0,102330000.0,162100000.0,504410000.0,409770000.0,320780000.0,157620000.0,131870000.0,117490000.0,8.257227250037804,-0.32131,OTHER,0.000367,0.999633,
cgd4_32-RA-p1,1068,3.414423,0.32166,-,0.49138948957058753,0.5333173232186732,-3.414423,Uncharacterized protein,1676400.0,553660.0,1172900.0,5086000.0,4636500.0,7911600.0,62091000.0,61030000.0,56007000.0,9430000.0,11622000.0,10851000.0,7.286434125686705,-0.32166,OTHER,0.001392,0.9986079999999999,
cgd2_1640-RA-p1,1069,3.4075800000000003,0.3217,+,0.4913356369470573,-0.5324460605890914,3.4075800000000003,Serine/threonine-protein phosphatase,53260.0,53974.0,13369.0,0.0,0.0,0.0,3816800.0,2620000.0,2325200.0,457890.0,229590.0,310180.0,5.9155872590590866,-0.3217,OTHER,0.00031600000000000004,0.999684,
cgd4_4080-RA-p1,1070,3.353158,0.32439,+,0.4877292875068747,-0.5254540177626915,3.353158,GDP dissociation inhibitor,2475000.0,1933500.0,1394500.0,1457500.0,1931000.0,2841100.0,37455000.0,27220000.0,26085000.0,1733200.0,829520.0,1275600.0,6.9487019102213825,-0.32439,OTHER,0.003136,0.996864,
cgd5_4570-RA-p1,1071,3.324782,0.32597,+,0.4856249369672892,-0.5217631746614207,3.324782,Uncharacterized protein,0.0,0.0,0.0,0.0,0.0,0.0,2407000.0,2200700.0,3270400.0,103030.0,145760.0,62432.0,5.83406670164108,-0.32597,SP(Sec/SPI),0.553339,0.446661,CS pos: 23-24. TFS-LK. Pr: 0.2645
cgd2_3000-RA-p1,1072,3.3084860000000003,0.3266,-,0.4847886956721981,0.5196293012478294,-3.3084860000000003,40S ribosomal protein S16,153110000.0,34054000.0,27247000.0,120730000.0,89594000.0,119790000.0,498600000.0,429190000.0,263210000.0,236500000.0,222790000.0,189930000.0,8.2982607008448,-0.3266,OTHER,0.0007599999999999999,0.99924,
cgd7_2540-RA-p1,1073,3.3043480000000005,0.3266,-,0.4847886956721981,0.5190857791208022,-3.3043480000000005,60S ribosomal protein L35A,70865000.0,84398000.0,39909000.0,140200000.0,87169000.0,183730000.0,379010000.0,420020000.0,244300000.0,209540000.0,191560000.0,178220000.0,8.268913429937289,-0.3266,OTHER,0.0006360000000000001,0.9993639999999999,
cgd5_2800-RA-p1,1074,3.289,0.32716,-,0.48404671944112143,0.5170638734826547,-3.289,Actin depolymerizing factor,10055000.0,12487000.0,11026000.0,47649000.0,43101000.0,60943000.0,535700000.0,723260000.0,439540000.0,120820000.0,117530000.0,101070000.0,8.267793576121107,-0.32716,OTHER,0.000301,0.999699,
cgd4_3300-RA-p1,1075,3.2632380000000003,0.3283,-,0.4825401734597678,0.5136487496436248,-3.2632380000000003,unspecified product,5614800.0,6131100.0,5161100.0,49275000.0,67458000.0,82046000.0,125760000.0,150470000.0,149490000.0,14438000.0,14830000.0,14019000.0,7.756314641806676,-0.3283,OTHER,0.001,0.999,
cgd2_2550-RA-p1,1076,3.2555560000000003,0.32847,-,0.48231596019902584,0.5126251702041297,-3.2555560000000003,Uncharacterized protein,3837200.0,4669800.0,2822500.0,4159100.0,5004700.0,9440600.0,47174000.0,31802000.0,31292000.0,46057000.0,48122000.0,50867000.0,7.376041209770869,-0.32847,SP(Sec/SPI),0.9960899999999999,0.00391,CS pos: 24-25. SEC-TS. Pr: 0.5785
cgd7_130-RA-p1,1077,3.253543,0.32847,-,0.48231596019902584,0.5123565509006155,-3.253543,Ribosomal protein S11,76014000.0,67577000.0,55186000.0,140500000.0,114260000.0,192990000.0,711940000.0,713760000.0,529390000.0,355890000.0,285250000.0,303650000.0,8.470607329467422,-0.32847,OTHER,0.001033,0.998967,
cgd8_3480-RA-p1,1078,3.250649,0.32847,-,0.48231596019902584,0.5119700775881519,-3.250649,60S ribosomal protein L34,86106000.0,85035000.0,60758000.0,218430000.0,185210000.0,307270000.0,387590000.0,472620000.0,372960000.0,102220000.0,155500000.0,124620000.0,8.32877345019431,-0.32847,OTHER,0.0005070000000000001,0.9994930000000001,
cgd7_1583-RA-p1,1079,3.239008,0.32847,+,0.48231596019902584,-0.5104120206719752,3.239008,Uncharacterized protein,18727.0,0.0,0.0,3810.9,5724.5,0.0,1996700.0,1289900.0,1334500.0,0.0,0.0,0.0,5.588212153047094,-0.32847,OTHER,0.000338,0.999662,
cgd5_2510-RA-p1,1080,3.225938,0.32893,+,0.4817098452290557,-0.5086560163335915,3.225938,Serine/threonine-protein kinase,317920.0,328160.0,201120.0,153500.0,213450.0,270900.0,5546300.0,6708800.0,8382600.0,501240.0,332130.0,398170.0,6.2891854226744766,-0.32893,OTHER,0.000396,0.999604,
cgd6_1390-RA-p1,1081,3.216959,0.32918000000000003,-,0.4813807893709236,0.5074455258733014,-3.216959,Ribosomal protein S23,35679000.0,44330000.0,28208000.0,113430000.0,122920000.0,177430000.0,223000000.0,365510000.0,247940000.0,52037000.0,70678000.0,70905000.0,8.111729219007424,-0.32918000000000003,OTHER,0.000629,0.9993709999999999,
cgd8_2890-RA-p1,1082,3.1972560000000003,0.33005999999999996,-,0.48022449211254425,0.5047774110406139,-3.1972560000000003,Translation initiation factor SUI1,0.0,0.0,0.0,273960.0,392510.0,273770.0,13921000.0,4795800.0,9319400.0,2756300.0,458600.0,501760.0,6.435274856822813,-0.33005999999999996,OTHER,0.001941,0.998059,
cgd7_4880-RA-p1,1083,3.169343,0.33144,-,0.4784173844696727,0.500969242960036,-3.169343,Uncharacterized Protein,2754300.0,2843700.0,1768800.0,6346400.0,6846000.0,11720000.0,67195000.0,63628000.0,60386000.0,17951000.0,15832000.0,16824000.0,7.358720184122424,-0.33144,SP(Sec/SPI),0.9108360000000001,0.089164,CS pos: 21-22. LNA-LQ. Pr: 0.7650
cgd5_2190-RA-p1,1084,3.124409,0.33385,+,0.47527941431595344,-0.4947678801401276,3.124409,DNA/RNA non-specific endonuclease,1438500.0,1814900.0,1050700.0,1143200.0,1250500.0,1544400.0,44034000.0,34565000.0,39591000.0,1476900.0,1862100.0,2584500.0,7.0425614032183175,-0.33385,SP(Sec/SPI),0.5530010000000001,0.446999,CS pos: 20-21. AIG-YK. Pr: 0.4819
cgd8_5030-RA-p1,1085,3.027336,0.34004,-,0.4673220431824192,0.48106062539916394,-3.027336,"Articulin family protein, Pfs77 protein-related",16807000.0,17064000.0,14866000.0,60690000.0,78776000.0,119110000.0,182640000.0,161780000.0,177580000.0,29688000.0,31310000.0,29046000.0,7.884302941098405,-0.34004,OTHER,0.0019039999999999999,0.9980959999999999,
cgd5_4400-RA-p1,1086,3.01955,0.34019,+,0.4671310129540251,-0.4799422253814312,3.01955,Arginine-tRNA ligase,4393100.0,3644100.0,3241300.0,2007700.0,2357800.0,3944300.0,68086000.0,69439000.0,61287000.0,4008600.0,4403000.0,4584200.0,7.285174788936503,-0.34019,OTHER,0.000587,0.9994129999999999,
cgd2_280-RA-p1,1087,3.00694,0.34054,-,0.4666856022556241,0.47812476234431944,-3.00694,Ribosomal protein L15,29401000.0,17591000.0,17048000.0,38885000.0,33620000.0,38252000.0,45145000.0,35551000.0,34870000.0,35808000.0,21809000.0,28186000.0,7.4961982929613065,-0.34054,OTHER,0.0007019999999999999,0.9992979999999999,
cgd8_1720-RA-p1,1088,3.000687,0.34062,+,0.46658385820410964,-0.477220696770338,3.000687,Aldehyde/Alcohol dehydrogenase,71601000.0,74419000.0,54361000.0,18291000.0,21272000.0,37071000.0,617600000.0,549590000.0,561410000.0,62060000.0,58787000.0,61671000.0,8.26089246988188,-0.34062,OTHER,0.001217,0.998783,
cgd2_3580-RA-p1,1089,2.989459,0.3411,+,0.46597389394386496,-0.4755926015106892,2.989459,Uncharacterized protein,30072.0,0.0,26827.0,11325.0,14534.0,0.0,2736800.0,1772800.0,1872400.0,81538.0,0.0,54660.0,5.740425591836381,-0.3411,OTHER,0.016452,0.983548,
cgd6_10-RA-p1,1090,2.9724310000000003,0.34194,-,0.46490851356963214,0.4731117819897847,-2.9724310000000003,Uncharacterized protein,2032200.0,1625900.0,878870.0,7533700.0,5726500.0,11157000.0,138500000.0,189290000.0,117520000.0,26995000.0,23357000.0,20077000.0,7.656970683567515,-0.34194,SP(Sec/SPI),0.636777,0.363223,CS pos: 22-23. LLS-DQ. Pr: 0.1878
cgd5_3450-RA-p1,1091,2.965648,0.34210999999999997,-,0.4646932184950953,0.47211960227913796,-2.965648,Nascent polypeptide-associated complex subunit alpha,577310.0,244390.0,513950.0,15182000.0,15299000.0,17803000.0,58895000.0,51969000.0,58674000.0,3162400.0,4406800.0,2989700.0,7.282011039155036,-0.34210999999999997,OTHER,0.000892,0.999108,
cgd7_4120-RA-p1,1092,2.961697,0.34506,+,0.4609741115641674,-0.47154062543465386,2.961697,Glycosyltransferase 2-like,0.0,22497.0,0.0,0.0,0.0,21055.0,1905300.0,2632900.0,1462800.0,0.0,0.0,0.0,5.70218287202958,-0.34506,SP(Sec/SPI),0.755629,0.244371,CS pos: 21-22. ALT-TF. Pr: 0.4405
cgd5_2490-RA-p1,1093,2.961697,0.34506,+,0.4609741115641674,-0.47154062543465386,2.961697,Uncharacterized protein,0.0,0.0,34868.0,141220.0,0.0,0.0,1516300.0,794030.0,965310.0,0.0,0.0,0.0,5.458855319456362,-0.34506,OTHER,0.000556,0.999444,
cgd6_4650-RA-p1,1094,2.949696,0.34523000000000004,+,0.4607607576263604,-0.46977725925760805,2.949696,Transcription elongation factor Spt5,76012.0,55847.0,27024.0,88859.0,126240.0,91359.0,6162900.0,4299200.0,3752900.0,0.0,0.0,0.0,6.087554897590896,-0.34523000000000004,OTHER,0.00023799999999999998,0.999762,
cgd5_480-RA-p1,1095,2.9484209999999997,0.34523000000000004,+,0.4607607576263604,-0.46958949578223047,2.9484209999999997,26S proteasome complex ubiquitin receptor subunit Rpn13,373310.0,137460.0,188570.0,539440.0,347160.0,431240.0,11454000.0,8351800.0,12744000.0,0.0,0.0,0.0,6.459480192313777,-0.34523000000000004,OTHER,0.00041,0.99959,
cgd8_2120-RA-p1,1096,2.943814,0.34523000000000004,+,0.4607607576263604,-0.4689103663565222,2.943814,Activator of Hsp90 ATPase N-terminal/ TPR repeat domain-containing protein,18940.0,125630.0,102290.0,114880.0,180760.0,458350.0,19873000.0,17136000.0,15529000.0,81687.0,107760.0,223860.0,6.652827566353532,-0.34523000000000004,OTHER,0.000168,0.9998319999999999,
cgd3_4190-RA-p1,1097,2.918415,0.3463,+,0.4594202834955457,-0.4651470488305066,2.918415,Secreted insulinase like peptidase/M16 peptidase-like Metalloenzyme,53949.0,109190.0,49545.0,9628.7,55458.0,37211.0,7227600.0,7149300.0,6218200.0,679530.0,719290.0,657520.0,6.281912088851269,-0.3463,SP(Sec/SPI),0.9595299999999999,0.04047,CS pos: 23-24. ISS-NI. Pr: 0.7442
cgd4_1770-RA-p1,1098,2.880184,0.34872,-,0.45640373152620634,0.4594202334648185,-2.880184,Mitochondrial biogenesis protein AIM24,3223200.0,2045300.0,2206600.0,12015000.0,12212000.0,14167000.0,51171000.0,47535000.0,53869000.0,11025000.0,6003800.0,7839500.0,7.26973159302049,-0.34872,OTHER,0.000202,0.999798,
cgd6_140-RA-p1,1099,2.848131,0.35053,+,0.4541611674897427,-0.4545599608316446,2.848131,Cation/H+ exchanger (CPA1),265120.0,271440.0,105810.0,43813.0,213240.0,761530.0,10955000.0,6835800.0,7438000.0,356910.0,369480.0,351540.0,6.367475242419164,-0.35053,OTHER,0.001379,0.9986209999999999,
cgd8_20230-RA-p1,1100,2.82693,0.352,-,0.4523483416400308,0.4513150546903976,-2.82693,Folate-biopterin transporter,2213900.0,3322500.0,3162800.0,12452000.0,19163000.0,21859000.0,31772000.0,31870000.0,32108000.0,3828900.0,6397900.0,4198000.0,7.157225001986428,-0.352,OTHER,0.000532,0.999468,
cgd6_4620-RA-p1,1101,2.81525,0.35252,-,0.4517088774555517,0.4495169671445773,-2.81525,60S ribosomal protein L26,22607000.0,24123000.0,17904000.0,74543000.0,49255000.0,97044000.0,362960000.0,344430000.0,157830000.0,80019000.0,68078000.0,67402000.0,8.056331445523272,-0.35252,OTHER,0.000795,0.9992049999999999,
cgd5_2600-RA-p1,1102,2.7913040000000002,0.35386999999999996,+,0.45005311202326675,-0.44580713793356463,2.7913040000000002,leucine aminopeptidase,1783000.0,2540100.0,1424400.0,1654800.0,1858600.0,2344500.0,112160000.0,84858000.0,88702000.0,5003300.0,4167500.0,4255800.0,7.413232686394517,-0.35386999999999996,OTHER,0.000437,0.9995629999999999,
cgd4_960-RA-p1,1103,2.7884740000000003,0.35386999999999996,+,0.45005311202326675,-0.44536659944290297,2.7884740000000003,Phosphomannomutase,314550.0,378620.0,342450.0,573200.0,682670.0,1070800.0,11385000.0,9172100.0,12152000.0,0.0,0.0,0.0,6.477981631998451,-0.35386999999999996,OTHER,0.000788,0.9992120000000001,
cgd5_1710-RA-p1,1104,2.721738,0.3582,+,0.44478459487392685,-0.43484631681489955,2.721738,CTP synthase,3986800.0,3213200.0,3716700.0,2057900.0,2748800.0,3494300.0,56530000.0,54216000.0,47235000.0,4266600.0,2948000.0,2985700.0,7.193586023024729,-0.3582,OTHER,0.000958,0.999042,
cgd1_570-RA-p1,1105,2.635293,0.36494,-,0.4367088116273745,0.42082890843243914,-2.635293,Translocation protein Sec66,116240.0,62600.0,0.0,1737400.0,1211400.0,2124400.0,19115000.0,14698000.0,15055000.0,624950.0,2162100.0,1852400.0,6.689896771650122,-0.36494,OTHER,0.067105,0.932895,
cgd3_1730-RA-p1,1106,2.632088,0.36494,-,0.4367088116273745,0.420300405183377,-2.632088,Uncharacterized protein,36487.0,0.0,48076.0,2404500.0,3194500.0,2444200.0,18118000.0,17052000.0,19562000.0,1241300.0,1050000.0,1113200.0,6.742098126002721,-0.36494,SP(Sec/SPI),0.856894,0.14310599999999998,CS pos: 22-23. STS-NN. Pr: 0.2827
cgd7_1840-RA-p1,1107,2.568194,0.36951999999999996,+,0.4313055725971599,-0.40962782700865014,2.568194,Serine/threonine-protein kinase,75130.0,214150.0,123140.0,207960.0,233390.0,432800.0,11991000.0,11446000.0,9356100.0,0.0,0.0,0.0,6.453314134710391,-0.36951999999999996,OTHER,0.007528,0.9924719999999999,
cgd1_1870-RA-p1,1108,2.564457,0.36951999999999996,-,0.4313055725971599,0.40899542135096856,-2.564457,Uncharacterized protein,20469.0,0.0,12583.0,334500.0,431410.0,543060.0,13286000.0,12147000.0,11832000.0,727540.0,1051300.0,1034300.0,6.538030547099101,-0.36951999999999996,SP(Sec/SPI),0.955909,0.044091000000000005,CS pos: 17-18. VNG-IR. Pr: 0.8238
cgd1_3490-RA-p1,1109,2.559142,0.36951999999999996,+,0.4313055725971599,-0.4080943844043607,2.559142,Uncharacterized protein,388700.0,0.0,0.0,264250.0,0.0,0.0,919590.0,0.0,0.0,0.0,0.0,0.0,5.117420455165602,-0.36951999999999996,OTHER,0.001041,0.998959,
cgd3_460-RA-p1,1110,2.552509,0.36982,-,0.43095398355409964,0.40696728205902477,-2.552509,Glutathione peroxidase,6914800.0,6323400.0,4836100.0,15396000.0,16760000.0,18836000.0,160820000.0,166920000.0,199830000.0,54523000.0,45490000.0,46506000.0,7.7918983333728855,-0.36982,OTHER,0.003981,0.9960190000000001,
