,id,rank,FDR,sign,log_FDR,log_rank,srank,desc,log_sum,Prediction,SP(Sec/SPI),OTHER,CS Position,TM,SP,PREDICTION,Gene_id,Gene_acc,SignedRank,log10iBAQ,Desc,t_gondii_ortho,p_falciparum,p_falciparum_ortho,n_caninum_ortho
cgd8_1670-RA-p1,667,1.00232,1.0,-,-0.000390689249910088,-0.0010063962292690323,-1.00232,Vacuolar ATP synthase subunit B,7.88785538445595,OTHER,0.002566,0.997434,,0,0,o,cgd8_1670-RA-p1,667,-1.00232,7.88785538445595,Vacuolar ATP synthase subunit B,True,False,True,True
cgd4_4100-RA-p1,668,0.99949,1.0,-,-0.000390689249910088,0.0002215466849785818,-0.99949,Coatomer epsilon subunit,6.482026145013366,OTHER,0.001206,0.9987940000000001,,0,0,o,cgd4_4100-RA-p1,668,-0.99949,6.482026145013366,Coatomer epsilon subunit,False,False,True,False
cgd3_1790-RA-p1,669,0.9921909999999999,1.0,-,-0.000390689249910088,0.0034047166951814084,-0.9921909999999999,Cse1-like Exportin/Importin,6.660841771326176,OTHER,0.007709000000000001,0.992291,,0,Y,n4-11c16/17o,cgd3_1790-RA-p1,669,-0.9921909999999999,6.660841771326176,Cse1-like Exportin/Importin,True,False,True,True
cgd5_4560-RA-p1,670,0.991915,1.0,-,-0.000390689249910088,0.0035255421730323064,-0.991915,Tryptophan synthase beta chain,8.016365376512876,OTHER,0.00061,0.99939,,0,0,o,cgd5_4560-RA-p1,670,-0.991915,8.016365376512876,Tryptophan synthase beta chain,False,False,False,False
cgd2_3950-RA-p1,671,0.989658,1.0,+,-0.000390689249910088,-0.004514860325359507,0.989658,Translation elongation factor EF1B/ribosomal protein S6,8.549708111567217,OTHER,0.000556,0.999444,,0,0,o,cgd2_3950-RA-p1,671,0.989658,8.549708111567217,Translation elongation factor EF1B/ribosomal protein S6,True,False,True,True
cgd1_3210-RA-p1,672,0.988017,1.0,-,-0.000390689249910088,0.00523558279832802,-0.988017,Uncharacterized protein,6.6853647686147495,OTHER,0.006556,0.9934440000000001,,0,0,o,cgd1_3210-RA-p1,672,-0.988017,6.6853647686147495,Uncharacterized protein,False,False,False,False
cgd1_1860-RA-p1,673,0.985727,1.0,-,-0.000390689249910088,0.006243347543724289,-0.985727,translation initiation factor eIF-2B alpha subunit,5.770783917762483,OTHER,0.000667,0.999333,,0,0,o,cgd1_1860-RA-p1,673,-0.985727,5.770783917762483,translation initiation factor eIF-2B alpha subunit,True,False,True,True
cgd8_5230-RA-p1,674,0.983617,1.0,+,-0.000390689249910088,-0.007173973891849155,0.983617,Histone H4,8.777901821354845,OTHER,0.000437,0.9995629999999999,,0,0,o,cgd8_5230-RA-p1,674,0.983617,8.777901821354845,Histone H4,True,False,True,True
cgd6_5350-RA-p1,675,0.978166,1.0,+,-0.000390689249910088,-0.009587436862320926,0.978166,ABC transporter protein,7.820592214379111,OTHER,0.000377,0.9996229999999999,,7,0,o437-459i479-499o530-549i561-579o591-610i622-642o666-687i,cgd6_5350-RA-p1,675,0.978166,7.820592214379111,ABC transporter protein,False,False,True,False
cgd7_4190-RA-p1,676,0.977774,1.0,+,-0.000390689249910088,-0.009761515248350556,0.977774,Cation-transporting P-type Atpase,7.6591116462108335,OTHER,0.001685,0.998315,,10,0,i64-82o94-113i267-287o299-328i861-882o894-911i932-958o1013-1031i1043-1065o1071-1095i,cgd7_4190-RA-p1,676,0.977774,7.6591116462108335,Cation-transporting P-type Atpase,True,False,True,True
cgd5_1270-RA-p1,677,0.9737129999999999,1.0,+,-0.000390689249910088,-0.011569031708212581,0.9737129999999999,Translocation protein Sec62,7.4843347238958895,OTHER,0.000538,0.9994620000000001,,3,0,i142-163o169-196i230-248o,cgd5_1270-RA-p1,677,0.9737129999999999,7.4843347238958895,Translocation protein Sec62,True,False,True,True
cgd8_1110-RA-p1,678,0.9697309999999999,1.0,+,-0.000390689249910088,-0.013348720803433306,0.9697309999999999,ER lumen protein-retaining receptor,6.295068016011806,OTHER,0.090303,0.909697,,6,0,i29-49o61-79i100-117o123-141i153-175o181-202i,cgd8_1110-RA-p1,678,0.9697309999999999,6.295068016011806,ER lumen protein-retaining receptor,True,False,True,True
cgd5_320-RA-p1,679,0.968717,1.0,-,-0.000390689249910088,0.013803078768998299,-0.968717,Phospholipase/carboxylesterase/thioesterase,6.925899556103553,SP(Sec/SPI),0.932995,0.067005,CS pos: 17-18. VYS-KN. Pr: 0.8429,0,Y,n3-12c17/18o,cgd5_320-RA-p1,679,-0.968717,6.925899556103553,Phospholipase/carboxylesterase/thioesterase,False,False,False,False
cgd6_3720-RA-p1,680,0.9664659999999999,1.0,-,-0.000390689249910088,0.014813419723492083,-0.9664659999999999,Pyrroline-5-carboxylate reductase,7.184291108818714,OTHER,0.004614,0.9953860000000001,,0,0,o,cgd6_3720-RA-p1,680,-0.9664659999999999,7.184291108818714,Pyrroline-5-carboxylate reductase,True,False,True,True
cgd6_4850-RA-p1,681,0.965945,1.0,-,-0.000390689249910088,0.015047601199952345,-0.965945,Pre-mRNA-splicing factor 19 with U box domain,6.423596718604668,OTHER,0.001912,0.998088,,0,0,o,cgd6_4850-RA-p1,681,-0.965945,6.423596718604668,Pre-mRNA-splicing factor 19 with U box domain,True,False,True,True
cgd5_970-RA-p1,682,0.964843,1.0,+,-0.000390689249910088,-0.015543349641547934,0.964843,60S ribosomal protein L13A,8.500185914002008,OTHER,0.001242,0.998758,,0,0,o,cgd5_970-RA-p1,682,0.964843,8.500185914002008,60S ribosomal protein L13A,True,False,True,True
cgd8_680-RA-p1,683,0.9632569999999999,1.0,-,-0.000390689249910088,0.016257826280362788,-0.9632569999999999,Uncharacterized protein,7.069078773212322,OTHER,0.001551,0.998449,,0,0,o,cgd8_680-RA-p1,683,-0.9632569999999999,7.069078773212322,Uncharacterized protein,False,False,False,False
cgd5_1590-RA-p1,684,0.961641,1.0,-,-0.000390689249910088,0.016987028604472543,-0.961641,Uncharacterized protein,5.4762566311446905,OTHER,0.0017170000000000002,0.998283,,0,0,o,cgd5_1590-RA-p1,684,-0.961641,5.4762566311446905,Uncharacterized protein,False,False,False,False
cgd5_2070-RA-p1,685,0.951203,1.0,-,-0.000390689249910088,0.021726788665446483,-0.951203,SPAC694.02. SKI family SFII helicase,7.1715441189335785,OTHER,0.0008119999999999999,0.999188,,0,0,o,cgd5_2070-RA-p1,685,-0.951203,7.1715441189335785,SPAC694.02. SKI family SFII helicase,True,False,True,True
cgd5_530-RA-p1,686,0.947434,1.0,-,-0.000390689249910088,0.023451034060846605,-0.947434,ATPase V1 complex subunit D,7.221694982151315,OTHER,0.0007740000000000001,0.9992260000000001,,0,0,o,cgd5_530-RA-p1,686,-0.947434,7.221694982151315,ATPase V1 complex subunit D,True,False,True,True
cgd6_1030-RA-p1,687,0.946274,1.0,+,-0.000390689249910088,-0.023983092500709593,0.946274,Uncharacterized protein,7.455107135299886,OTHER,0.11378699999999999,0.8862129999999999,,1,0,i12-33o,cgd6_1030-RA-p1,687,0.946274,7.455107135299886,Uncharacterized protein,False,False,False,False
cgd4_4030-RA-p1,688,0.9451959999999999,1.0,-,-0.000390689249910088,0.02447812493810644,-0.9451959999999999,UBX/SEP domain containing protein,6.677557985386088,OTHER,0.000553,0.999447,,0,0,o,cgd4_4030-RA-p1,688,-0.9451959999999999,6.677557985386088,UBX/SEP domain containing protein,True,False,True,True
cgd4_3160-RA-p1,689,0.9410229999999999,1.0,+,-0.000390689249910088,-0.02639976164074253,0.9410229999999999,40S ribosomal protein S3a,8.8559802603504,OTHER,0.000463,0.9995370000000001,,0,0,o,cgd4_3160-RA-p1,689,0.9410229999999999,8.8559802603504,40S ribosomal protein S3a,True,False,True,True
cgd4_1990-RA-p1,690,0.93634,1.0,-,-0.000390689249910088,0.028566423364749884,-0.93634,"Nucleolar, Nop52",5.1585243170616515,OTHER,0.00088,0.9991200000000001,,0,0,o,cgd4_1990-RA-p1,690,-0.93634,5.1585243170616515,"Nucleolar, Nop52",False,False,False,False
cgd1_1530-RA-p1,691,0.930264,1.0,-,-0.000390689249910088,0.03139378534620792,-0.930264,Rpn5 like 26S proteasomal regulatory subunit 12 with PCI domain,7.461141470217456,OTHER,0.00035800000000000003,0.999642,,1,0,i115-135o,cgd1_1530-RA-p1,691,-0.930264,7.461141470217456,Rpn5 like 26S proteasomal regulatory subunit 12 with PCI domain,True,False,True,True
cgd2_1390-RA-p1,692,0.926588,1.0,+,-0.000390689249910088,-0.033113328531233235,0.926588,Uncharacterized protein,6.314053407051567,OTHER,0.0004,0.9996,,0,0,o,cgd2_1390-RA-p1,692,0.926588,6.314053407051567,Uncharacterized protein,True,False,True,True
cgd8_530-RA-p1,693,0.92511,1.0,-,-0.000390689249910088,0.033806624501276736,-0.92511,Uncharacterized protein,6.406292022373443,OTHER,0.00025499999999999996,0.9997450000000001,,4,0,o46-65i86-113o125-148i155-180o,cgd8_530-RA-p1,693,-0.92511,6.406292022373443,Uncharacterized protein,False,False,False,False
cgd7_5520-RA-p1,694,0.924407,1.0,+,-0.000390689249910088,-0.03413677451934222,0.924407,Hemogen,7.168254635004714,OTHER,0.000323,0.999677,,0,0,o,cgd7_5520-RA-p1,694,0.924407,7.168254635004714,Hemogen,False,False,False,False
cgd7_4570-RA-p1,695,0.9241090000000001,1.0,+,-0.000390689249910088,-0.034276800093076265,0.9241090000000001,Snf7,6.2520597396887645,OTHER,0.000288,0.999712,,0,0,o,cgd7_4570-RA-p1,695,0.9241090000000001,6.2520597396887645,Snf7,True,False,True,True
cgd1_1230-RA-p1,696,0.919753,1.0,-,-0.000390689249910088,0.036328786936551734,-0.919753,Signal peptide region containing protein,6.296217138730317,SP(Sec/SPI),0.940932,0.059067999999999996,CS pos: 23-24. ATG-DQ. Pr: 0.8555,0,Y,n7-18c23/24o,cgd1_1230-RA-p1,696,-0.919753,6.296217138730317,Signal peptide region containing protein,False,False,False,False
cgd6_3080-RA-p1,697,0.913739,1.0,-,-0.000390689249910088,0.03917783823441814,-0.913739,Uncharacterized protein,8.093601436534042,SP(Sec/SPI),0.922284,0.077716,CS pos: 23-24. VLG-SE. Pr: 0.8383,0,Y,n7-18c23/24o,cgd6_3080-RA-p1,697,-0.913739,8.093601436534042,Uncharacterized protein,False,False,False,False
cgd1_3640-RA-p1,698,0.913172,1.0,-,-0.000390689249910088,0.03944741346730634,-0.913172,Uncharacterized protein,6.733870100775709,SP(Sec/SPI),0.996238,0.0037619999999999997,CS pos: 24-25. SEA-SE. Pr: 0.9335,0,Y,n9-19c24/25o,cgd1_3640-RA-p1,698,-0.913172,6.733870100775709,Uncharacterized protein,False,False,False,False
cgd1_330-RA-p1,699,0.905331,1.0,-,-0.000390689249910088,0.04319260842831579,-0.905331,CDC48 like AAA ATPase,7.925128001719803,OTHER,0.0008210000000000001,0.999179,,0,0,o,cgd1_330-RA-p1,699,-0.905331,7.925128001719803,CDC48 like AAA ATPase,True,False,True,True
cgd1_2220-RA-p1,700,0.9021,1.0,-,-0.000390689249910088,0.04474531717982003,-0.9021,Uncharacterized protein,6.415966356466888,OTHER,0.00024900000000000004,0.9997510000000001,,0,0,o,cgd1_2220-RA-p1,700,-0.9021,6.415966356466888,Uncharacterized protein,True,False,True,True
cgd7_930-RA-p1,701,0.900631,1.0,-,-0.000390689249910088,0.04545310856425434,-0.900631,Adipose-regulatory protein (Seipin),6.212276319306992,OTHER,0.002206,0.9977940000000001,,3,0,i12-28o34-63i416-441o,cgd7_930-RA-p1,701,-0.900631,6.212276319306992,Adipose-regulatory protein (Seipin),False,False,False,False
cgd6_4460-RA-p1,702,0.8977629999999999,1.0,-,-0.000390689249910088,0.04683829738274425,-0.8977629999999999,Uncharacterized protein with Armadillo-like helical,8.383314382256808,OTHER,0.0036420000000000003,0.996358,,0,0,o,cgd6_4460-RA-p1,702,-0.8977629999999999,8.383314382256808,Uncharacterized protein with Armadillo-like helical,True,False,True,True
cgd8_610-RA-p1,703,0.8944700000000001,1.0,+,-0.000390689249910088,-0.04843422083494733,0.8944700000000001,AAA-type ATPase/BRCT/DNA polymerase III delta subunit/Replication factor RFC1 C terminal domain containing protein,6.140840759434843,OTHER,0.000206,0.9997940000000001,,0,0,o,cgd8_610-RA-p1,703,0.8944700000000001,6.140840759434843,AAA-type ATPase/BRCT/DNA polymerase III delta subunit/Replication factor RFC1 C terminal domain containing protein,True,False,True,True
cgd2_2070-RA-p1,704,0.891086,1.0,-,-0.000390689249910088,0.05008037955115329,-0.891086,Translation elongation factor EF-1 subunit alpha,7.282581332138852,OTHER,0.00186,0.9981399999999999,,0,0,o,cgd2_2070-RA-p1,704,-0.891086,7.282581332138852,Translation elongation factor EF-1 subunit alpha,True,False,True,True
cgd8_3610-RA-p1,705,0.889367,1.0,+,-0.000390689249910088,-0.05091898910317256,0.889367,Uncharacterized Secreted Protein,6.68541865857657,OTHER,0.475812,0.524188,,0,Y,n11-22c27/28o,cgd8_3610-RA-p1,705,0.889367,6.68541865857657,Uncharacterized Secreted Protein,False,False,False,False
cgd6_4950-RA-p1,706,0.889342,1.0,+,-0.000390689249910088,-0.05093119724070187,0.889342,Uncharacterized protein,8.500729420257757,OTHER,0.0014529999999999999,0.998547,,0,0,o,cgd6_4950-RA-p1,706,0.889342,8.500729420257757,Uncharacterized protein,False,False,False,False
cgd2_1520-RA-p1,707,0.8878290000000001,1.0,-,-0.000390689249910088,0.05167067330673315,-0.8878290000000001,Uncharacterized protein,5.99463502025165,OTHER,0.000193,0.999807,,2,0,i530-552o564-587i,cgd2_1520-RA-p1,707,-0.8878290000000001,5.99463502025165,Uncharacterized protein,False,False,True,False
cgd8_1700-RA-p1,708,0.885971,1.0,-,-0.000390689249910088,0.05258049340199894,-0.885971,Iron-containing alcohol dehydrogenase,7.8666141679304715,OTHER,0.0019649999999999997,0.998035,,0,0,o,cgd8_1700-RA-p1,708,-0.885971,7.8666141679304715,Iron-containing alcohol dehydrogenase,False,False,False,False
cgd5_2460-RA-p1,709,0.884631,1.0,-,-0.000390689249910088,0.0532378457791632,-0.884631,RRM domain containing protein,6.080700426116356,OTHER,0.000361,0.9996389999999999,,0,0,o,cgd5_2460-RA-p1,709,-0.884631,6.080700426116356,RRM domain containing protein,False,False,False,False
cgd2_1370-RA-p1,710,0.8818309999999999,1.0,-,-0.000390689249910088,0.054614637997455445,-0.8818309999999999,Uncharacterized protein with WD40 repeat,7.151801529290469,OTHER,0.00038700000000000003,0.999613,,0,0,o,cgd2_1370-RA-p1,710,-0.8818309999999999,7.151801529290469,Uncharacterized protein with WD40 repeat,False,False,False,False
cgd3_450-RA-p1,711,0.881437,1.0,-,-0.000390689249910088,0.05480872310388019,-0.881437,mRNA triphosphatase Cet1-like protein,5.103519797915894,OTHER,0.000505,0.999495,,0,0,o,cgd3_450-RA-p1,711,-0.881437,5.103519797915894,mRNA triphosphatase Cet1-like protein,False,False,False,False
cgd4_3950-RA-p1,712,0.8792909999999999,1.0,-,-0.000390689249910088,0.05586737204870363,-0.8792909999999999,RPN2/26s proteasome regulatory subunit,7.380024816989955,OTHER,0.001046,0.9989540000000001,,1,0,o806-828i,cgd4_3950-RA-p1,712,-0.8792909999999999,7.380024816989955,RPN2/26s proteasome regulatory subunit,True,False,True,True
cgd3_3200-RA-p1,713,0.8770610000000001,1.0,-,-0.000390689249910088,0.05697020020053805,-0.8770610000000001,Deoxyribose-phosphate aldolase,8.105093857366565,OTHER,0.0006389999999999999,0.999361,,0,0,o,cgd3_3200-RA-p1,713,-0.8770610000000001,8.105093857366565,Deoxyribose-phosphate aldolase,True,False,True,True
cgd4_2600-RA-p1,714,0.8735709999999999,1.0,-,-0.000390689249910088,0.058701791705528306,-0.8735709999999999,UDP-glucose 4-epimerase,8.36805340049126,OTHER,0.001221,0.9987790000000001,,0,0,o,cgd4_2600-RA-p1,714,-0.8735709999999999,8.36805340049126,UDP-glucose 4-epimerase,True,False,False,True
cgd2_900-RA-p1,715,0.8677020000000001,1.0,-,-0.000390689249910088,0.06162940152484135,-0.8677020000000001,TCP-1/cpn60 chaperonin,7.727492999405094,OTHER,0.000371,0.9996290000000001,,0,0,o,cgd2_900-RA-p1,715,-0.8677020000000001,7.727492999405094,TCP-1/cpn60 chaperonin,True,False,True,True
cgd4_2460-RA-p1,716,0.864717,1.0,-,-0.000390689249910088,0.06312600287979742,-0.864717,Uncharacterized protein,7.231766409793259,SP(Sec/SPI),0.990203,0.009797,CS pos: 19-20. IES-SR. Pr: 0.5949,0,Y,n3-12c24/25o,cgd4_2460-RA-p1,716,-0.864717,7.231766409793259,Uncharacterized protein,False,False,False,False
cgd8_3330-RA-p1,717,0.859836,1.0,+,-0.000390689249910088,-0.06558437560183847,0.859836,Translation initiation factor 1A,7.503391897559163,OTHER,0.0020469999999999998,0.9979530000000001,,0,0,i,cgd8_3330-RA-p1,717,0.859836,7.503391897559163,Translation initiation factor 1A,True,False,True,True
cgd8_1520-RA-p1,718,0.8527620000000001,1.0,-,-0.000390689249910088,0.06917216051966857,-0.8527620000000001,"COPII coat assembly protein, Sec16",6.203106487705902,OTHER,0.0017579999999999998,0.998242,,0,0,o,cgd8_1520-RA-p1,718,-0.8527620000000001,6.203106487705902,"COPII coat assembly protein, Sec16",True,False,True,True
cgd4_3630-RA-p1,719,0.849683,1.0,+,-0.000390689249910088,-0.07074307079018441,0.849683,Uncharacterized protein,7.336582099592361,SP(Sec/SPI),0.8067350000000001,0.19326500000000002,CS pos: 21-22. CDL-HN. Pr: 0.2759,0,Y,n6-17c21/22o,cgd4_3630-RA-p1,719,0.849683,7.336582099592361,Uncharacterized protein,False,False,False,False
cgd2_2010-RA-p1,720,0.845725,1.0,+,-0.000390689249910088,-0.07277083128461108,0.845725,EF-hand domain containing protein,6.818412529730062,OTHER,0.00024900000000000004,0.9997510000000001,,4,0,i37-58o64-83i103-125o145-171i,cgd2_2010-RA-p1,720,0.845725,6.818412529730062,EF-hand domain containing protein,False,False,False,False
cgd1_3790-RA-p1,721,0.8443620000000001,1.0,-,-0.000390689249910088,0.07347132008449583,-0.8443620000000001,Uncharacterized protein,6.8867186229683055,SP(Sec/SPI),0.959407,0.040593000000000004,CS pos: 29-30. VNA-ID. Pr: 0.9344,1,Y,n11-22c29/30o1053-1074i,cgd1_3790-RA-p1,721,-0.8443620000000001,6.8867186229683055,Uncharacterized protein,False,False,False,False
cgd2_2000-RA-p1,722,0.838917,1.0,-,-0.000390689249910088,0.07628100487464186,-0.838917,signal peptide/transmembrane domain containing protein,6.913588437428558,OTHER,0.0035759999999999998,0.996424,,4,0,i52-73o79-98i118-141o147-173i,cgd2_2000-RA-p1,722,-0.838917,6.913588437428558,signal peptide/transmembrane domain containing protein,True,False,True,True
cgd8_4330-RA-p1,723,0.838359,1.0,+,-0.000390689249910088,-0.07656996904016075,0.838359,Fibrillarin RNA methylase,7.9498126281028,OTHER,0.044088999999999996,0.9559110000000001,,0,0,o,cgd8_4330-RA-p1,723,0.838359,7.9498126281028,Fibrillarin RNA methylase,True,False,True,True
cgd4_3430-RA-p1,724,0.838298,1.0,-,-0.000390689249910088,0.07660156997393286,-0.838298,Uncharacterized protein,6.442925541305581,SP(Sec/SPI),0.970879,0.029120999999999998,CS pos: 23-24. TLG-GD. Pr: 0.6963,0,Y,n4-15c23/24o,cgd4_3430-RA-p1,724,-0.838298,6.442925541305581,Uncharacterized protein,False,False,False,False
cgd4_3050-RA-p1,725,0.837794,1.0,-,-0.000390689249910088,0.07686275423526984,-0.837794,Phospholipase/carboxylesterase/thioesterase,7.2087394732231465,OTHER,0.45304099999999997,0.546959,,0,0,o,cgd4_3050-RA-p1,725,-0.837794,7.2087394732231465,Phospholipase/carboxylesterase/thioesterase,False,False,False,False
cgd8_4430-RA-p1,726,0.8343280000000001,1.0,-,-0.000390689249910088,0.07866318127361246,-0.8343280000000001,"Translation initiation factor IF2/IF5, zinc-binding",7.5142760676320295,OTHER,0.0005139999999999999,0.9994860000000001,,0,0,o,cgd8_4430-RA-p1,726,-0.8343280000000001,7.5142760676320295,"Translation initiation factor IF2/IF5, zinc-binding",True,False,True,True
cgd2_4110-RA-p1,727,0.83109,1.0,-,-0.000390689249910088,0.08035194325929883,-0.83109,Ubiquitin-conjugating enzyme,6.06701137062234,OTHER,0.002611,0.997389,,0,0,o,cgd2_4110-RA-p1,727,-0.83109,6.06701137062234,Ubiquitin-conjugating enzyme,False,False,False,False
cgd8_320-RA-p1,728,0.8291649999999999,1.0,-,-0.000390689249910088,0.08135903825650923,-0.8291649999999999,Uncharacterized protein,7.697653256049317,OTHER,0.002855,0.9971450000000001,,0,0,o,cgd8_320-RA-p1,728,-0.8291649999999999,7.697653256049317,Uncharacterized protein,False,False,False,False
cgd6_2740-RA-p1,729,0.828675,1.0,+,-0.000390689249910088,-0.08161576303372453,0.828675,RNA recognition motif domain containing protein,5.535718078206033,OTHER,0.000557,0.9994430000000001,,0,0,o,cgd6_2740-RA-p1,729,0.828675,5.535718078206033,RNA recognition motif domain containing protein,False,False,True,False
cgd8_1840-RA-p1,730,0.828635,1.0,+,-0.000390689249910088,-0.08163672685977943,0.828635,Ribosomal protein S4/S9,8.587424707668248,OTHER,0.000648,0.999352,,0,0,o,cgd8_1840-RA-p1,730,0.828635,8.587424707668248,Ribosomal protein S4/S9,True,False,True,True
cgd8_4880-RA-p1,731,0.8278260000000001,1.0,+,-0.000390689249910088,-0.08206093758830797,0.8278260000000001,Uncharacterized transmembrane Protein,6.754021191840579,OTHER,0.302533,0.6974670000000001,,4,0,i12-34o112-134i160-187o215-235i,cgd8_4880-RA-p1,731,0.8278260000000001,6.754021191840579,Uncharacterized transmembrane Protein,False,False,False,False
cgd7_3660-RA-p1,732,0.8255129999999999,1.0,-,-0.000390689249910088,0.08327608317186007,-0.8255129999999999,Proteasome subunit alpha,7.51756937577438,OTHER,0.0009720000000000001,0.999028,,0,0,o,cgd7_3660-RA-p1,732,-0.8255129999999999,7.51756937577438,Proteasome subunit alpha,True,False,True,True
cgd5_1363-RA-p1,733,0.824815,1.0,+,-0.000390689249910088,-0.08364344961834089,0.824815,Synaptobrevin,8.028410599086362,OTHER,0.0008060000000000001,0.999194,,1,0,o230-249i,cgd5_1363-RA-p1,733,0.824815,8.028410599086362,Synaptobrevin,False,False,False,False
cgd8_3540-RA-p1,734,0.8244389999999999,1.0,-,-0.000390689249910088,0.0838414721521953,-0.8244389999999999,Uncharacterized Secreted Protein (WYLE gene family),6.660347745897027,OTHER,0.25879800000000003,0.741202,,0,Y,n14-24c28/29o,cgd8_3540-RA-p1,734,-0.8244389999999999,6.660347745897027,Uncharacterized Secreted Protein (WYLE gene family),False,False,False,False
cgd1_2400-RA-p1,735,0.824241,1.0,+,-0.000390689249910088,-0.08394578627965511,0.824241,Uncharacterized secreted protein,7.318280775753316,SP(Sec/SPI),0.9854280000000001,0.014572,CS pos: 21-22. SRC-SE. Pr: 0.6532,0,Y,n5-16c21/22o,cgd1_2400-RA-p1,735,0.824241,7.318280775753316,Uncharacterized secreted protein,False,False,False,False
cgd7_1830-RA-p1,736,0.822053,1.0,-,-0.000390689249910088,0.0851001814070044,-0.822053,UTP--glucose-1-phosphate uridylyltransferase,8.072210670825315,OTHER,0.030881,0.9691190000000001,,1,0,i12-31o,cgd7_1830-RA-p1,736,-0.822053,8.072210670825315,UTP--glucose-1-phosphate uridylyltransferase,True,False,True,True
cgd8_4260-RA-p1,737,0.816797,1.0,+,-0.000390689249910088,-0.0878858660311344,0.816797,Rad60/SUMO-like domain containing protein,6.738362970145523,OTHER,0.001667,0.998333,,0,0,o,cgd8_4260-RA-p1,737,0.816797,6.738362970145523,Rad60/SUMO-like domain containing protein,True,False,True,True
cgd8_2160-RA-p1,738,0.814359,1.0,-,-0.000390689249910088,0.08918409959718124,-0.814359,Poly(ADP-ribose) glycohydrolase,7.164159462448317,OTHER,7.5e-05,0.999925,,1,0,i119-137o,cgd8_2160-RA-p1,738,-0.814359,7.164159462448317,Poly(ADP-ribose) glycohydrolase,False,False,False,False
cgd3_2110-RA-p1,739,0.8143560000000001,1.0,-,-0.000390689249910088,0.08918569948843992,-0.8143560000000001,NOP5NT/snoRNA binding domain containing protein,7.464007641523084,OTHER,0.001596,0.9984040000000001,,0,0,o,cgd3_2110-RA-p1,739,-0.8143560000000001,7.464007641523084,NOP5NT/snoRNA binding domain containing protein,True,False,True,True
cgd3_3900-RA-p1,740,0.81397,1.0,+,-0.000390689249910088,-0.08939160134489225,0.81397,Uncharacterized protein,5.94809454578182,OTHER,0.0008410000000000001,0.999159,,0,0,o,cgd3_3900-RA-p1,740,0.81397,5.94809454578182,Uncharacterized protein,False,False,True,False
cgd6_3180-RA-p1,741,0.81297,1.0,+,-0.000390689249910088,-0.08992548032825338,0.81297,40S ribosomal protein S15,8.319641047079728,OTHER,0.000379,0.9996209999999999,,0,0,o,cgd6_3180-RA-p1,741,0.81297,8.319641047079728,40S ribosomal protein S15,True,False,True,True
cgd6_4160-RA-p1,742,0.8121,1.0,+,-0.000390689249910088,-0.09039048950983113,0.8121,EF-hands domain containing protein,8.044752674500318,OTHER,0.011456000000000001,0.9885440000000001,,0,0,o,cgd6_4160-RA-p1,742,0.8121,8.044752674500318,EF-hands domain containing protein,False,False,False,False
cgd4_490-RA-p1,743,0.810239,1.0,+,-0.000390689249910088,-0.09138685634231737,0.810239,Uncharacterized protein,6.406695959185716,OTHER,0.002858,0.997142,,0,0,o,cgd4_490-RA-p1,743,0.810239,6.406695959185716,Uncharacterized protein,False,False,False,False
cgd2_370-RA-p1,744,0.809416,1.0,-,-0.000390689249910088,0.09182821501360057,-0.809416,ARM repeats containing protein,7.07968160273072,OTHER,0.001405,0.9985950000000001,,0,0,o,cgd2_370-RA-p1,744,-0.809416,7.07968160273072,ARM repeats containing protein,True,False,True,True
cgd6_3190-RA-p1,745,0.809249,1.0,+,-0.000390689249910088,-0.09191782858865803,0.809249,60S ribosomal protein L4/L1e,8.651601191066497,OTHER,0.001277,0.9987229999999999,,0,0,o,cgd6_3190-RA-p1,745,0.809249,8.651601191066497,60S ribosomal protein L4/L1e,True,False,True,True
cgd6_1390-RA-p1,746,0.8070510000000001,1.0,+,-0.000390689249910088,-0.09309902002547539,0.8070510000000001,Ribosomal protein S23,8.51545391102625,OTHER,0.000629,0.9993709999999999,,0,0,o,cgd6_1390-RA-p1,746,0.8070510000000001,8.51545391102625,Ribosomal protein S23,True,False,True,True
cgd4_1770-RA-p1,747,0.8056800000000001,1.0,+,-0.000390689249910088,-0.09383741704038147,0.8056800000000001,Mitochondrial biogenesis protein AIM24,7.6568597064357125,OTHER,0.000202,0.999798,,0,0,o,cgd4_1770-RA-p1,747,0.8056800000000001,7.6568597064357125,Mitochondrial biogenesis protein AIM24,False,False,False,False
cgd8_730-RA-p1,748,0.802912,1.0,+,-0.000390689249910088,-0.09533205124522044,0.802912,Modulator of levamisole receptor-1,7.870660972097009,SP(Sec/SPI),0.9731770000000001,0.026823000000000003,CS pos: 22-23. ISG-IK. Pr: 0.8085,1,Y,n5-16c22/23o229-251i,cgd8_730-RA-p1,748,0.802912,7.870660972097009,Modulator of levamisole receptor-1,False,False,True,False
cgd8_650-RA-p1,749,0.800403,1.0,+,-0.000390689249910088,-0.09669129224846486,0.800403,60S ribosomal protein L23A,9.114714931172092,OTHER,0.000305,0.9996950000000001,,0,0,o,cgd8_650-RA-p1,749,0.800403,9.114714931172092,60S ribosomal protein L23A,False,False,True,True
